Id,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,SalePrice
380,Gd,TA,No,Unf,0,Unf,0,982,982,0,0,2,1,3,1,TA,7,Attchd,2000.0,Fin,2,463,TA,TA,179000
381,TA,TA,No,LwQ,218,Unf,0,808,1026,0,0,2,0,3,1,Gd,6,Detchd,1924.0,Unf,1,308,TA,TA,127000
382,Gd,Gd,No,Unf,0,Unf,0,1293,1293,1,0,2,0,2,1,Gd,5,Attchd,2006.0,RFn,2,572,TA,TA,187750
383,Gd,TA,Av,Unf,0,Unf,0,939,939,0,0,2,1,3,1,Gd,8,Attchd,2006.0,RFn,2,639,TA,TA,213500
384,Fa,Fa,No,Unf,0,Unf,0,784,784,0,0,1,0,2,1,TA,5,Detchd,1950.0,Unf,2,360,Fa,Fa,76000
385,Gd,TA,Av,GLQ,985,Unf,0,595,1580,1,0,2,1,3,1,Gd,9,Attchd,1992.0,Fin,2,501,TA,TA,240000
386,Gd,TA,No,GLQ,24,Unf,0,1232,1256,0,0,2,0,2,1,Gd,6,Attchd,2004.0,Fin,2,430,TA,TA,192000
387,TA,TA,No,Unf,0,Unf,0,658,658,0,0,1,0,5,1,TA,8,,,,0,0,,,81000
388,TA,TA,Av,ALQ,631,Unf,0,410,1041,1,0,1,0,3,1,TA,6,Detchd,1977.0,Unf,1,352,TA,TA,125000
389,Gd,TA,No,Unf,0,Unf,0,1468,1468,0,0,2,0,3,1,Gd,6,Attchd,1999.0,RFn,2,577,TA,TA,191000
390,Ex,TA,Av,GLQ,1280,Unf,0,402,1682,1,0,2,1,3,1,Ex,9,BuiltIn,2008.0,Fin,3,846,TA,TA,426000
391,TA,Gd,No,Rec,241,BLQ,391,229,861,1,0,1,0,4,1,TA,7,Detchd,1978.0,Unf,1,384,TA,TA,119000
392,Ex,TA,No,ALQ,690,Unf,0,114,804,1,0,2,1,3,1,Gd,7,BuiltIn,2001.0,Fin,2,560,TA,TA,215000
393,,,,,0,,0,0,0,0,0,1,0,3,1,TA,5,Attchd,1959.0,RFn,1,294,TA,TA,106500
394,TA,TA,No,Rec,266,Unf,0,522,788,0,0,1,0,2,1,TA,4,,,,0,0,,,100000
395,TA,TA,No,Unf,0,Unf,0,735,735,0,0,1,0,2,1,TA,5,Detchd,1940.0,Unf,1,240,TA,TA,109000
396,TA,TA,Av,BLQ,739,Unf,0,405,1144,1,0,1,0,3,1,TA,6,Attchd,1956.0,Unf,1,596,TA,TA,129000
397,TA,TA,Av,Rec,777,Unf,0,117,894,0,0,1,0,2,1,TA,6,Detchd,1985.0,RFn,2,600,TA,TA,123000
398,TA,TA,No,ALQ,540,Unf,0,324,864,0,0,2,0,4,1,TA,8,Attchd,1962.0,RFn,1,264,TA,TA,169500
399,Fa,Po,No,Unf,0,Unf,0,961,961,0,0,1,0,2,1,TA,6,Detchd,1920.0,Unf,1,338,Po,Po,67000
400,Gd,TA,No,GLQ,812,Unf,0,280,1092,1,0,2,0,2,1,Gd,7,Attchd,2007.0,Fin,2,438,TA,TA,241000
401,Gd,TA,No,GLQ,786,Unf,0,474,1260,1,0,1,1,1,1,Ex,4,Attchd,1996.0,Fin,2,500,TA,TA,245500
402,Gd,TA,Av,GLQ,24,Unf,0,1286,1310,0,0,2,0,3,1,Gd,6,Attchd,2005.0,Fin,2,400,TA,TA,164990
403,TA,TA,No,Unf,0,Unf,0,672,672,0,0,1,0,2,1,TA,4,Detchd,1940.0,Unf,1,240,TA,TA,108000
404,Gd,TA,No,Unf,0,Unf,0,1141,1141,0,0,2,1,4,1,Gd,10,BuiltIn,1998.0,Fin,2,420,TA,TA,258000
405,Gd,TA,No,Unf,0,Unf,0,806,806,0,0,2,1,3,1,TA,7,BuiltIn,1995.0,Fin,2,373,TA,TA,168000
406,TA,TA,No,BLQ,1116,Unf,0,165,1281,1,0,2,0,3,1,TA,8,Attchd,1993.0,Unf,2,490,TA,TA,150000
407,TA,TA,No,Unf,0,Unf,0,1064,1064,0,0,1,0,3,1,TA,6,Detchd,1936.0,Unf,1,240,TA,TA,115000
408,Gd,TA,No,Unf,0,Unf,0,840,840,0,0,2,0,4,1,TA,8,Attchd,1960.0,Unf,1,308,TA,TA,177000
409,Ex,Gd,No,Unf,0,Unf,0,1063,1063,0,0,2,1,3,1,Gd,9,Attchd,2006.0,RFn,3,947,TA,TA,280000
410,Ex,TA,No,GLQ,789,Unf,0,245,1034,1,0,2,1,3,1,Ex,8,Attchd,2008.0,Fin,3,836,TA,TA,339750
411,TA,Fa,No,Unf,0,Unf,0,1276,1276,0,0,1,0,3,1,TA,5,Attchd,1958.0,Unf,1,350,TA,TA,60000
412,TA,TA,Mn,Rec,1056,Unf,0,0,1056,1,0,1,0,3,1,TA,5,Attchd,1955.0,Fin,2,572,TA,TA,145000
413,Ex,TA,Av,GLQ,578,Unf,0,892,1470,1,0,2,1,2,1,Gd,7,Attchd,2009.0,Fin,2,484,TA,TA,222000
414,TA,TA,No,Unf,0,Unf,0,1008,1008,0,0,1,0,2,1,TA,5,Detchd,1927.0,Unf,2,360,TA,TA,115000
415,Gd,TA,No,BLQ,50,GLQ,531,499,1080,0,1,2,1,3,1,Gd,9,Attchd,1993.0,Unf,3,678,TA,TA,228000
416,Gd,TA,Av,GLQ,24,Unf,0,1316,1340,0,0,2,0,3,1,Gd,6,Attchd,2007.0,Fin,2,396,TA,TA,181134
417,TA,TA,No,ALQ,209,Unf,0,463,672,0,0,1,1,3,1,TA,6,Attchd,1978.0,Fin,2,440,TA,TA,149500
418,Gd,TA,No,BLQ,1128,Unf,0,242,1370,1,0,2,1,4,1,TA,10,Detchd,1918.0,Unf,3,864,TA,TA,239000
419,TA,TA,No,ALQ,312,Unf,0,444,756,1,0,1,1,3,1,TA,7,Detchd,1940.0,Unf,1,240,TA,TA,126000
420,TA,TA,No,BLQ,775,Unf,0,281,1056,1,0,1,0,3,1,TA,6,Attchd,1968.0,Unf,1,304,TA,TA,142000
421,Gd,Gd,Gd,GLQ,1309,Unf,0,35,1344,2,0,2,0,2,2,TA,8,Attchd,1997.0,Fin,4,784,TA,TA,206300
422,Gd,TA,No,ALQ,1246,Unf,0,356,1602,0,1,2,0,3,1,Gd,8,Attchd,1977.0,Fin,2,529,TA,TA,215000
423,TA,TA,No,Unf,0,Unf,0,988,988,0,0,1,0,2,1,TA,4,Attchd,1954.0,RFn,2,520,TA,TA,113000
424,Gd,TA,No,GLQ,986,Unf,0,484,1470,1,0,2,1,4,1,Gd,8,Attchd,1998.0,Fin,3,696,TA,TA,315000
425,Gd,TA,No,LwQ,616,Unf,0,580,1196,1,0,1,0,2,1,TA,6,Attchd,1956.0,RFn,1,297,TA,TA,139000
426,TA,TA,No,Unf,0,Unf,0,651,651,0,0,1,1,3,1,TA,6,Detchd,1947.0,Unf,1,240,TA,TA,135000
427,Gd,TA,Gd,GLQ,1518,Unf,0,0,1518,1,1,2,0,2,1,Gd,5,Attchd,1989.0,Fin,2,569,TA,TA,275000
428,TA,TA,No,Rec,288,Unf,0,619,907,0,0,1,0,3,1,TA,5,Detchd,1964.0,Unf,1,352,TA,TA,109008
429,Gd,TA,No,GLQ,664,Unf,0,544,1208,1,0,2,0,2,1,Gd,6,Attchd,2007.0,RFn,2,628,TA,TA,195400
430,Gd,TA,Mn,GLQ,1005,Unf,0,387,1392,1,0,2,0,3,1,Gd,6,Attchd,1988.0,Unf,2,576,TA,TA,175000
431,TA,TA,No,ALQ,387,Unf,0,96,483,0,0,1,1,2,1,TA,4,Detchd,1971.0,Unf,1,264,TA,TA,85400
432,TA,TA,No,Unf,0,Unf,0,901,901,0,0,1,0,4,1,TA,7,,,,0,0,,,79900
433,TA,TA,No,ALQ,471,Unf,0,294,765,1,0,1,1,2,1,TA,6,Detchd,1971.0,Unf,2,440,TA,TA,122500
434,Gd,TA,No,Unf,0,Unf,0,926,926,0,0,2,1,3,1,TA,7,Attchd,1997.0,Fin,2,470,TA,TA,181000
435,Gd,TA,Av,ALQ,495,Unf,0,135,630,1,0,1,0,1,1,TA,3,,,,0,0,,,81000
436,Gd,TA,Av,GLQ,385,ALQ,344,70,799,1,0,2,1,3,1,Gd,6,Attchd,1996.0,RFn,2,550,TA,TA,212000
437,Fa,TA,No,Unf,0,Unf,0,648,648,0,0,1,0,2,1,TA,6,Detchd,1990.0,Unf,2,440,TA,TA,116000
438,TA,TA,No,Unf,0,Unf,0,884,884,0,0,1,0,2,1,TA,4,Detchd,1926.0,Unf,1,180,TA,TA,119000
439,TA,TA,No,LwQ,365,Unf,0,75,440,0,0,1,0,2,1,Gd,4,Detchd,1990.0,Unf,1,352,Gd,TA,90350
440,TA,Fa,Mn,Unf,0,Unf,0,684,684,0,0,1,0,3,1,Gd,7,Detchd,2005.0,Unf,2,528,TA,TA,110000
441,Ex,TA,Gd,GLQ,1767,ALQ,539,788,3094,1,0,2,0,2,1,Ex,10,Attchd,2008.0,Fin,3,672,TA,TA,555000
442,TA,TA,No,ALQ,133,Unf,0,1307,1440,0,0,2,0,4,2,Fa,8,,,,0,0,,,118000
443,TA,TA,No,Unf,0,Unf,0,1078,1078,0,0,2,0,3,1,TA,8,Detchd,1930.0,Unf,2,360,TA,TA,162900
444,Ex,TA,Av,Unf,0,Unf,0,1258,1258,0,0,2,0,2,1,Gd,6,Attchd,2007.0,Fin,3,648,TA,TA,172500
445,Gd,TA,No,GLQ,642,Unf,0,273,915,1,0,2,1,4,1,Gd,8,Attchd,1994.0,Unf,2,493,TA,TA,210000
446,TA,TA,No,Unf,0,Unf,0,1436,1436,0,0,1,0,3,1,TA,7,Attchd,1956.0,Unf,2,480,TA,TA,127500
447,TA,TA,No,ALQ,247,Rec,713,557,1517,0,0,2,1,2,1,Gd,6,Attchd,1966.0,Fin,2,578,TA,TA,190000
448,Gd,TA,No,Unf,0,Unf,0,930,930,0,0,2,1,4,1,Gd,10,Attchd,1998.0,Fin,2,431,TA,TA,199900
449,TA,TA,No,Unf,0,Unf,0,780,780,0,0,2,0,3,1,TA,7,Detchd,1937.0,Unf,1,198,TA,TA,119500
450,TA,TA,No,ALQ,331,Unf,0,318,649,0,0,1,1,2,1,TA,6,Detchd,1981.0,Unf,1,308,TA,TA,120000
451,TA,TA,No,Unf,0,Unf,0,813,813,0,0,1,0,2,1,Gd,5,Detchd,1932.0,Unf,1,270,Fa,Fa,110000
452,Gd,TA,Gd,ALQ,655,Unf,0,878,1533,1,0,2,0,2,1,Gd,5,Attchd,1975.0,Unf,2,576,TA,TA,280000
453,Ex,TA,No,ALQ,742,Unf,0,130,872,1,0,2,1,3,1,TA,7,Attchd,1996.0,Fin,2,422,TA,TA,204000
454,Gd,TA,No,Unf,0,Unf,0,768,768,0,0,2,1,3,1,Gd,6,Attchd,2008.0,RFn,2,676,TA,TA,210000
455,TA,TA,No,ALQ,1606,Unf,0,122,1728,2,0,2,0,4,2,TA,8,Detchd,1976.0,Unf,2,560,TA,TA,188000
456,TA,TA,No,ALQ,916,Unf,0,326,1242,0,0,1,1,3,1,TA,6,Attchd,1973.0,Unf,2,528,TA,TA,175500
457,TA,TA,No,Unf,0,Unf,0,624,624,0,0,1,0,4,1,TA,7,Detchd,1916.0,Unf,3,513,Fa,Fa,98000
458,Gd,TA,Gd,BLQ,1116,Unf,0,248,1364,1,0,1,0,2,1,Gd,6,Attchd,1954.0,Fin,2,529,TA,TA,256000
459,TA,TA,No,Unf,0,Unf,0,588,588,0,0,1,0,3,1,Gd,7,Detchd,1925.0,Unf,1,228,TA,TA,161000
460,TA,TA,No,LwQ,185,Unf,0,524,709,1,0,1,0,3,1,Gd,5,Detchd,1950.0,Unf,1,352,TA,TA,110000
461,Gd,TA,No,GLQ,544,Unf,0,288,832,1,0,2,1,3,1,TA,8,BuiltIn,2009.0,Fin,2,552,TA,TA,263435
462,Gd,Gd,No,ALQ,350,BLQ,210,0,560,1,0,1,0,3,1,Gd,6,Detchd,1971.0,RFn,2,576,TA,TA,155000
463,TA,TA,No,Rec,553,BLQ,311,0,864,0,0,1,0,3,1,TA,5,Detchd,1965.0,Unf,1,360,TA,TA,62383
464,TA,TA,No,LwQ,326,Unf,0,389,715,0,0,1,1,3,1,TA,6,Detchd,1939.0,Unf,1,240,TA,TA,188700
465,Gd,TA,No,Rec,616,Unf,0,424,1040,0,0,2,0,3,1,TA,5,,,,0,0,,,124000
466,Gd,TA,No,Unf,0,Unf,0,1375,1375,0,0,2,0,2,1,Gd,6,Attchd,2004.0,Fin,2,398,TA,TA,178740
467,TA,Gd,Gd,GLQ,778,Unf,0,499,1277,1,0,1,0,2,1,TA,5,Attchd,1970.0,Unf,2,526,TA,TA,167000
468,TA,TA,No,LwQ,386,Unf,0,342,728,0,0,1,1,3,1,Gd,7,Attchd,1942.0,Unf,1,312,TA,TA,146500
469,Gd,TA,No,Unf,0,Unf,0,1626,1626,0,0,2,0,3,1,Gd,7,Attchd,2006.0,RFn,3,866,TA,TA,250000
470,Gd,TA,No,GLQ,426,Unf,0,406,832,0,0,2,1,3,1,Gd,7,Attchd,1993.0,RFn,2,506,TA,TA,187000
471,Gd,TA,Av,GLQ,368,BLQ,1120,0,1488,1,0,1,1,1,1,Gd,4,Attchd,1985.0,RFn,2,528,TA,TA,212000
472,Gd,TA,No,Unf,0,Unf,0,808,808,0,0,2,1,3,1,TA,8,Attchd,1977.0,RFn,2,534,TA,TA,190000
473,Gd,TA,Gd,GLQ,459,Unf,0,88,547,1,0,1,0,2,1,TA,5,Basment,2005.0,RFn,2,525,TA,TA,148000
474,Ex,TA,Gd,GLQ,1350,Unf,0,626,1976,1,0,2,0,2,1,Gd,7,Attchd,2006.0,RFn,3,908,TA,TA,440000
475,Gd,TA,Av,GLQ,1196,Unf,0,298,1494,1,0,2,0,2,1,Ex,6,Attchd,2000.0,RFn,2,499,TA,TA,251000
476,TA,TA,No,GLQ,630,Unf,0,340,970,1,0,1,0,2,1,TA,5,Detchd,1996.0,Unf,2,624,TA,TA,132500
477,Gd,TA,Gd,GLQ,994,Unf,0,484,1478,1,0,2,0,3,1,Gd,7,Attchd,1997.0,Fin,2,508,TA,TA,208900
478,Gd,TA,Av,Unf,0,Unf,0,2153,2153,0,0,2,1,3,1,Ex,9,BuiltIn,2006.0,Fin,3,694,TA,TA,380000
479,Ex,TA,Gd,GLQ,1288,Unf,0,417,1705,1,0,2,0,3,1,Gd,7,Attchd,2007.0,RFn,3,826,TA,TA,297000
480,Fa,TA,No,Rec,168,Unf,0,739,907,0,0,1,0,2,1,TA,7,Detchd,1995.0,Unf,2,672,TA,TA,89471
481,Ex,TA,Gd,GLQ,1261,Unf,0,572,1833,1,0,2,0,3,1,Gd,8,Attchd,2004.0,Fin,3,772,TA,TA,326000
482,Ex,TA,Gd,GLQ,1567,Unf,0,225,1792,1,0,2,0,2,1,Ex,6,Attchd,2003.0,Fin,3,874,TA,TA,374000
483,TA,TA,No,ALQ,299,Unf,0,611,910,1,0,1,1,4,1,Ex,7,Attchd,1915.0,Unf,1,164,Fa,Fa,155000
484,Ex,TA,No,GLQ,897,Unf,0,319,1216,1,0,2,0,2,1,TA,5,Attchd,1998.0,Unf,2,402,TA,TA,164000
485,TA,TA,No,ALQ,588,Unf,0,411,999,1,0,1,0,3,1,Gd,6,Detchd,1963.0,Unf,1,264,TA,TA,132500
486,TA,TA,No,ALQ,607,Unf,0,506,1113,0,0,1,0,3,1,Gd,5,Attchd,1950.0,Unf,1,264,TA,TA,147000
487,TA,TA,No,ALQ,836,Unf,0,237,1073,1,0,1,1,3,1,TA,6,Attchd,1965.0,RFn,2,515,TA,TA,156000
488,Gd,TA,Av,ALQ,998,Unf,0,486,1484,0,0,2,0,3,1,TA,7,Attchd,1971.0,Unf,2,487,TA,TA,175000
489,TA,Fa,No,BLQ,664,Unf,0,290,954,0,0,2,0,3,2,TA,10,Attchd,1970.0,Unf,2,520,TA,Fa,160000
490,Gd,TA,Av,GLQ,515,Unf,0,115,630,1,0,1,0,1,1,Gd,3,Attchd,1970.0,Unf,1,286,TA,TA,86000
491,Gd,TA,Mn,Unf,0,Unf,0,264,264,0,0,1,1,3,1,TA,4,BuiltIn,1976.0,Fin,1,336,TA,TA,115000
492,TA,TA,No,BLQ,403,Rec,165,238,806,1,0,1,0,3,1,Fa,5,Attchd,1941.0,Unf,1,240,TA,TA,133000
493,Gd,TA,No,Unf,0,Unf,0,728,728,0,0,2,1,3,1,TA,8,Attchd,2006.0,RFn,2,429,TA,TA,172785
494,TA,TA,No,BLQ,374,LwQ,532,363,1269,0,0,1,1,3,1,TA,6,Detchd,1964.0,Unf,1,308,TA,TA,155000
495,Fa,TA,No,Unf,0,Unf,0,190,190,0,0,1,0,2,1,TA,4,Attchd,1938.0,Unf,1,273,TA,TA,91300
496,TA,TA,No,Rec,495,Unf,0,225,720,0,0,1,0,2,1,TA,4,,,,0,0,,,34900
497,Gd,TA,No,GLQ,1231,Unf,0,1969,3200,1,0,3,0,4,1,Gd,10,Attchd,1992.0,RFn,2,546,TA,TA,430000
498,TA,TA,No,Rec,329,Unf,0,697,1026,1,0,2,0,4,1,TA,8,Detchd,1925.0,Unf,1,240,TA,TA,184000
499,TA,TA,No,ALQ,450,Unf,0,414,864,0,0,1,0,3,1,Gd,5,Attchd,1967.0,Fin,1,288,TA,TA,130000
500,TA,TA,No,BLQ,111,LwQ,279,522,912,0,1,1,0,2,1,TA,5,Attchd,1958.0,Fin,1,297,TA,TA,120000
501,TA,TA,No,BLQ,356,Unf,0,316,672,0,0,1,1,3,1,TA,7,Detchd,1973.0,Unf,1,264,TA,TA,113000
502,Gd,TA,No,GLQ,400,Unf,0,466,866,0,0,2,1,3,1,Gd,7,Attchd,2005.0,RFn,2,603,TA,TA,226700
503,TA,TA,No,ALQ,698,GLQ,96,420,1214,1,0,1,0,2,1,TA,6,Detchd,1965.0,Unf,2,461,Fa,Fa,140000
504,TA,TA,No,ALQ,1247,Unf,0,254,1501,1,0,2,0,1,1,TA,6,Attchd,1959.0,Fin,2,484,TA,TA,289000
505,TA,TA,No,ALQ,257,Rec,495,103,855,0,1,2,1,3,1,TA,6,Attchd,1974.0,Unf,2,440,TA,TA,147000
506,TA,TA,No,Unf,0,Unf,0,960,960,0,0,2,0,4,2,TA,10,Detchd,1952.0,Unf,2,400,TA,TA,124500
507,Gd,TA,No,GLQ,380,Unf,0,397,777,0,0,2,1,3,1,Gd,8,Attchd,1993.0,RFn,2,471,TA,TA,215000
508,Gd,TA,No,GLQ,27,Unf,0,1191,1218,0,0,2,0,2,1,Gd,4,Attchd,2009.0,Fin,2,676,TA,TA,208300
509,TA,TA,No,Rec,141,Unf,0,548,689,0,0,2,0,3,1,Gd,7,Detchd,1928.0,Unf,2,360,TA,TA,161000
510,TA,TA,No,ALQ,991,Unf,0,50,1041,1,0,1,0,3,1,TA,6,Attchd,1959.0,RFn,1,270,TA,TA,124500
511,TA,TA,No,BLQ,650,Rec,180,178,1008,1,0,1,0,2,1,TA,6,CarPort,1951.0,Unf,1,288,TA,TA,164900
512,Gd,TA,No,Unf,0,Unf,0,1368,1368,0,0,2,0,2,1,Gd,6,Attchd,2005.0,RFn,2,474,TA,TA,202665
513,TA,TA,No,BLQ,521,LwQ,174,169,864,1,0,1,0,3,1,TA,5,Detchd,1964.0,Unf,2,624,TA,TA,129900
514,TA,TA,No,ALQ,336,Unf,0,748,1084,0,0,1,1,3,1,TA,5,Attchd,1983.0,Unf,2,484,TA,TA,134000
515,TA,TA,No,Unf,0,Unf,0,768,768,0,0,1,0,2,1,TA,5,Detchd,1926.0,Unf,1,200,Po,Po,96500
516,Ex,TA,No,GLQ,1436,Unf,0,570,2006,1,0,2,1,3,1,Ex,9,Attchd,2009.0,Fin,3,900,TA,TA,402861
517,TA,TA,No,Unf,0,Unf,0,689,689,0,0,2,1,3,1,TA,7,Attchd,1972.0,RFn,2,583,TA,TA,158000
518,Gd,TA,No,Unf,0,Unf,0,1264,1264,0,0,2,1,3,1,Gd,7,Attchd,1996.0,RFn,3,889,TA,TA,265000
519,Gd,TA,Mn,GLQ,706,Unf,0,88,794,1,0,2,1,3,1,TA,7,Attchd,1998.0,RFn,2,546,TA,TA,211000
520,Gd,TA,No,Unf,0,Unf,0,1276,1276,0,0,1,1,3,1,Gd,9,Detchd,1926.0,Unf,1,282,TA,TA,234000
521,,,,,0,,0,0,0,0,0,2,0,3,2,TA,7,,,,0,0,,,106250
522,TA,TA,No,Rec,777,Unf,0,467,1244,0,0,1,1,3,1,TA,6,Attchd,1957.0,Unf,1,336,TA,TA,150000
523,TA,TA,No,ALQ,399,Unf,0,605,1004,0,0,2,0,3,1,TA,7,Detchd,1950.0,Unf,2,420,TA,TA,159000
524,Ex,TA,Gd,GLQ,2260,Unf,0,878,3138,1,0,3,1,3,1,Ex,11,BuiltIn,2007.0,Fin,3,884,TA,TA,184750
525,Gd,TA,No,GLQ,719,Unf,0,660,1379,1,0,2,1,3,1,Gd,8,Attchd,1996.0,Fin,3,834,TA,TA,315750
526,Gd,TA,No,Unf,0,Unf,0,1257,1257,0,0,2,0,3,1,Gd,6,Attchd,2005.0,Unf,2,453,TA,TA,176000
527,Gd,TA,No,Rec,377,Unf,0,551,928,0,0,1,0,2,1,TA,4,Attchd,1956.0,Unf,1,252,TA,TA,132000
528,Ex,TA,Av,GLQ,1330,Unf,0,122,1452,1,0,2,1,3,1,Ex,11,Attchd,2008.0,Fin,3,858,TA,TA,446261
529,TA,TA,Mn,ALQ,348,Unf,0,180,528,1,0,1,0,2,1,TA,5,,,,0,0,,,86000
530,TA,TA,No,Rec,1219,Unf,0,816,2035,1,0,3,0,4,2,TA,9,Attchd,1975.0,RFn,2,484,TA,TA,200624
531,Gd,TA,Av,GLQ,783,Unf,0,678,1461,1,0,2,0,3,1,Gd,5,Attchd,1988.0,RFn,2,600,TA,TA,175000
532,Fa,Fa,Mn,Unf,0,Unf,0,611,611,0,0,2,0,3,1,TA,6,Detchd,1920.0,Fin,2,502,TA,Fa,128000
533,,,,,0,,0,0,0,0,0,1,0,2,1,TA,5,Detchd,1967.0,Unf,1,392,TA,TA,107500
534,,,,,0,,0,0,0,0,0,1,0,1,1,Fa,2,,,,0,0,,,39300
535,Ex,Gd,Av,Unf,0,Unf,0,707,707,0,0,2,1,3,1,Gd,6,Attchd,2004.0,Fin,2,403,TA,TA,178000
536,Gd,TA,Gd,GLQ,969,Unf,0,148,1117,1,0,1,0,3,1,TA,5,,,,0,0,,,107500
537,Gd,TA,Av,Unf,0,Unf,0,880,880,0,0,2,1,3,1,Gd,8,Attchd,1998.0,Fin,2,527,TA,TA,188000
538,TA,TA,No,BLQ,600,Unf,0,264,864,0,0,1,0,3,1,TA,5,Detchd,1980.0,Unf,2,576,TA,TA,111250
539,TA,TA,No,BLQ,673,Unf,0,378,1051,0,0,1,1,3,1,TA,7,Attchd,1968.0,Unf,1,336,TA,TA,158000
540,Gd,TA,Av,GLQ,1358,Unf,0,223,1581,1,0,2,0,3,1,Gd,6,Attchd,2001.0,RFn,2,670,TA,TA,272000
541,Ex,TA,Av,GLQ,1260,Unf,0,578,1838,1,0,2,0,2,1,Ex,8,Attchd,2006.0,Fin,3,765,TA,TA,315000
542,Gd,TA,No,Unf,0,Unf,0,969,969,0,0,2,1,4,1,Gd,8,BuiltIn,2000.0,Fin,3,648,TA,TA,248000
543,Ex,TA,No,LwQ,144,GLQ,1127,379,1650,1,0,2,0,3,1,Gd,7,Attchd,1998.0,Fin,2,583,TA,TA,213250
544,Gd,TA,Av,GLQ,584,LwQ,139,0,723,1,0,1,0,1,1,TA,4,Attchd,1998.0,Fin,1,367,TA,TA,133000
545,Gd,Gd,Av,GLQ,554,Unf,0,100,654,1,0,2,1,3,1,Gd,7,Attchd,2006.0,RFn,2,426,TA,TA,179665
546,Gd,Gd,No,GLQ,1002,LwQ,202,0,1204,0,0,2,1,4,1,Gd,9,Attchd,1988.0,Unf,3,786,TA,TA,229000
547,Gd,TA,No,Rec,300,Unf,0,765,1065,0,0,1,1,3,1,TA,6,Detchd,1950.0,Unf,2,440,TA,TA,210000
548,Gd,TA,Av,ALQ,619,Unf,0,149,768,1,0,1,0,2,1,TA,5,Detchd,1987.0,Unf,2,624,TA,TA,129500
549,TA,TA,No,LwQ,180,Rec,645,0,825,1,0,1,0,2,1,TA,4,Detchd,1963.0,RFn,2,720,TA,TA,125000
550,Gd,TA,No,Unf,0,Unf,0,912,912,0,0,2,1,4,1,Gd,8,BuiltIn,2003.0,Fin,2,615,TA,TA,263000
551,Gd,TA,No,ALQ,559,Unf,0,510,1069,0,0,2,0,2,1,TA,4,Attchd,1977.0,RFn,2,440,TA,TA,140000
552,TA,TA,No,Rec,308,Unf,0,620,928,0,0,1,0,3,1,TA,5,Attchd,1957.0,Fin,1,288,TA,TA,112500
553,Ex,TA,Av,Unf,0,Unf,0,1709,1709,0,0,2,0,3,1,Gd,7,Attchd,2006.0,RFn,3,908,TA,TA,255500
554,,,,,0,,0,0,0,0,0,2,0,2,1,Gd,5,Detchd,2002.0,Fin,2,520,TA,TA,108000
555,Gd,TA,No,GLQ,866,Unf,0,132,998,1,0,2,1,3,1,Gd,8,BuiltIn,2003.0,RFn,3,871,TA,TA,284000
556,TA,Fa,No,Unf,0,Unf,0,993,993,0,0,1,0,2,1,TA,5,Detchd,1922.0,Unf,1,280,TA,TA,113000
557,TA,TA,No,Rec,895,Unf,0,197,1092,1,0,1,0,2,1,TA,6,Attchd,1957.0,Fin,1,299,TA,TA,141000
558,TA,TA,No,Rec,637,Unf,0,0,637,0,0,1,1,3,1,TA,7,CarPort,1994.0,Unf,1,570,TA,TA,108000
559,Gd,TA,Gd,GLQ,604,Unf,0,125,729,0,1,2,1,3,1,TA,6,Attchd,1996.0,Unf,2,406,TA,TA,175000
560,Gd,TA,Gd,Unf,0,Unf,0,1374,1374,0,0,2,0,2,1,Gd,7,Attchd,2003.0,Fin,2,420,TA,TA,234000
561,Gd,TA,No,ALQ,1302,Unf,0,90,1392,1,0,1,1,3,1,TA,5,Detchd,1957.0,Unf,2,528,TA,TA,121500
562,Gd,TA,Av,ALQ,1071,LwQ,123,195,1389,1,0,1,0,2,1,TA,6,Attchd,1975.0,RFn,2,418,TA,TA,170000
563,TA,TA,No,BLQ,290,Unf,0,706,996,1,0,1,0,3,1,TA,6,,,,0,0,,,108000
564,Gd,TA,Mn,Unf,0,Unf,0,1163,1163,0,0,2,0,4,1,TA,8,Detchd,1955.0,Fin,2,396,TA,TA,185000
565,Gd,TA,No,GLQ,728,Unf,0,367,1095,1,0,2,1,4,1,Gd,9,Attchd,1992.0,RFn,2,590,TA,TA,268000
566,Gd,TA,No,Unf,0,Unf,0,806,806,1,0,1,1,4,1,Fa,6,Detchd,1920.0,Unf,1,216,TA,TA,128000
567,Gd,Gd,No,Unf,0,Unf,0,1122,1122,0,0,2,1,4,1,Ex,11,BuiltIn,2005.0,Fin,3,656,TA,TA,325000
568,Gd,TA,No,GLQ,2,Unf,0,1515,1517,0,0,2,0,3,1,Gd,7,Attchd,2004.0,RFn,2,532,TA,TA,214000
569,Gd,TA,Gd,GLQ,1441,Unf,0,55,1496,1,0,1,1,1,1,Gd,5,BuiltIn,1983.0,Fin,2,612,Gd,TA,316600
570,Gd,TA,Gd,GLQ,943,Unf,0,0,943,1,0,1,0,2,1,TA,4,Detchd,1979.0,Unf,2,600,TA,TA,135960
